t,sensor_depth_z,sensor_depth_z_true,sensor_depth_z_bias,sensor_depth_z_noise,sensor_attitude_roll,sensor_attitude_roll_true,sensor_attitude_roll_bias,sensor_attitude_roll_noise,sensor_attitude_pitch,sensor_attitude_pitch_true,sensor_attitude_pitch_bias,sensor_attitude_pitch_noise,sensor_attitude_yaw,sensor_attitude_yaw_true,sensor_attitude_yaw_bias,sensor_attitude_yaw_noise,sensor_gyro_p,sensor_gyro_p_true,sensor_gyro_p_bias,sensor_gyro_p_noise,sensor_gyro_q,sensor_gyro_q_true,sensor_gyro_q_bias,sensor_gyro_q_noise,sensor_gyro_r,sensor_gyro_r_true,sensor_gyro_r_bias,sensor_gyro_r_noise,sensor_dvl_u,sensor_dvl_u_true,sensor_dvl_u_bias,sensor_dvl_u_noise,sensor_dvl_v,sensor_dvl_v_true,sensor_dvl_v_bias,sensor_dvl_v_noise,sensor_dvl_w,sensor_dvl_w_true,sensor_dvl_w_bias,sensor_dvl_w_noise
0.3,9.97630651761692,10.000316339944666,-0.010748366301390833,-0.013261456026355749,-0.001860566905684027,-0.00031897752139764535,-0.0011105867031148474,-0.0004310026811715342,-0.014664126629441387,-0.00511052160695602,0.00011162871187435136,-0.00966523373435972,0.19341000621297275,0.17926475108361783,0.003534944570134827,0.010610310559220081,-0.006463888714311208,-0.005125617838676861,0.00027868150664405096,-0.001616952382278398,0.0014280299521254739,-0.00539678611864415,0.0001325299622491251,0.0066922861085204986,0.7824730964376552,0.7854912660353229,-0.000677787816922016,-0.0023403817807457093,0.04570871334199453,0.011460702632009458,0.0068733103943305045,0.02737470031565457,-0.002555916721005195,0.003493040521775516,-0.009869456699525898,0.0038204994567451866,-0.02009408327920642,0.0014876917846659494,-0.004196408858150414,-0.017385366205721956
0.32999999999999996,,,,,-0.0042898980772731864,-0.0004569909263407723,-0.0011105867031148474,-0.0027223204478175663,-0.011326747372515211,-0.005142472812852628,0.00011162871187435136,-0.0062959032715369356,0.17481655444356675,0.20293787843611355,0.003534944570134827,-0.031656268562681646,-0.003444898515334676,0.001987812731317472,0.00027868150664405096,-0.005711392753296199,-0.006187110576078923,-0.0005477452406172784,0.0001325299622491251,-0.00577189529771077,0.7857834644462656,0.7922393662647292,-0.000677787816922016,-0.005778114001541601,,,,,,,,,,,,
0.36,9.974644279031402,10.000401315509157,-0.010748366301390833,-0.015008670176363408,-0.006563640330198451,-0.00012552627841433406,-0.0011105867031148474,-0.00532752734866927,0.0006824612105378221,-0.004945750652995962,0.00011162871187435136,0.005516583151659433,0.2460346610694698,0.22675796534237724,0.003534944570134827,0.015741751156957737,0.021446450832616912,0.02069120974247498,0.00027868150664405096,0.00047655958349787994,0.00968555023635178,0.006624168847270989,0.0001325299622491251,0.0029288514268316656,0.7951087247574546,0.7955313025483213,-0.000677787816922016,0.0002552100260554583,,,,,,,,,,,,
0.39,,,,,0.004825162388541873,-8.489155852053898e-06,-0.0011105867031148474,0.005944238247508775,-0.0015240413694589138,-0.004939279549189823,0.00011162871187435136,0.0033036094678565585,0.25741136190084196,0.25067090942493264,0.003534944570134827,0.0032055079057745142,-0.0020693378946581185,0.0012777719353537602,0.00027868150664405096,-0.00362579133665593,0.0031668086406483466,-0.0006173237198804481,0.0001325299622491251,0.0036516023982796695,0.8013326993105324,0.7984483906518557,-0.000677787816922016,0.0035620964755988423,,,,,,,,,,,,
0.42,9.940358169791736,10.000487882443299,-0.010748366301390833,-0.049381346350172856,0.0012028550812841514,-0.000255500547169607,-0.0011105867031148474,0.0025689423315686057,-0.008394395913387332,-0.004901713975249855,0.00011162871187435136,-0.0036043106500118272,0.275047590377723,0.27465691752121746,0.003534944570134827,-0.0031442717136292747,0.001057942037839897,-0.006383589649676811,0.00027868150664405096,0.007162850180872657,0.008809856520930415,0.001717783921059294,0.0001325299622491251,0.006959542637621995,0.7994286846642825,0.8004612818313641,-0.000677787816922016,-0.00035480935015955737,0.011787418189027619,0.0134622044433373,0.0068733103943305045,-0.008548096648640183,-0.0037288439212269132,0.004518349695004657,-0.009869456699525898,0.001622263083294328,-0.0007452307377143596,0.0014808417162278458,-0.004196408858150414,0.0019703364042082086
0.44999999999999996,10.007250445083647,10.000536341619089,-0.010748366301390833,0.017462469765949323,-0.004411313230363473,-0.0004826295852615736,-0.0011105867031148474,-0.002818096941987052,-0.0029521786269415175,-0.004937747470563192,0.00011162871187435136,0.001873940131747323,0.3022310849141378,0.2986740528981775,0.003534944570134827,2.208744582550761e-05,-0.007524995208007026,-0.0020429623471736784,0.00027868150664405096,-0.0057607143674773984,-0.0039000596674438406,-0.002078635970369765,0.0001325299622491251,-0.0019539536593232007,0.7993530699904823,0.8006495044863055,-0.000677787816922016,-0.0006186466789011357,,,,,,,,,,,,
0.48,,,,,-0.0024720260112417423,-0.0006874151758045066,-0.0011105867031148474,-0.0006740241323223882,-0.001395713170997087,-0.004723988825420022,0.00011162871187435136,0.0032166469425485844,0.33451241856040215,0.32272841141542585,0.003534944570134827,0.008249062574841492,-0.0027335517868909125,-0.0026277001114325452,0.00027868150664405096,-0.00038453318210241865,0.0023283923330148417,0.00786727846660815,0.0001325299622491251,-0.005671416095842433,0.8082936786162175,0.8028147600091652,-0.000677787816922016,0.006156706423974398,,,,,,,,,,,,
0.51,10.000209466066693,10.00064974309574,-0.010748366301390833,0.010308089272342036,0.004626556003690751,-0.0007921922605986786,-0.0011105867031148474,0.006529334967404278,-0.00015515118438883067,-0.004555867407778358,0.00011162871187435136,0.004289087511515176,0.3484803546967134,0.3468219518651461,0.003534944570134827,-0.0018765417385674808,-0.0026711576275040144,0.0016583532701868841,0.00027868150664405096,-0.00460819240433495,-0.0006593277668924804,0.003857135477998613,0.0001325299622491251,-0.004648993207140219,0.8048861111267297,0.8033757454161753,-0.000677787816922016,0.0021881535274764757,,0.015211915547375575,0.0068733103943305045,,,0.005556551485043394,-0.009869456699525898,,,0.001949802084827155,-0.004196408858150414,
0.54,,,,,0.0008261926034711909,-0.0009731091120634972,-0.0011105867031148474,0.0029098884186495354,-0.0032179441049639194,-0.004269953962856565,0.00011162871187435136,0.0009403811460182947,0.3598548272526209,0.37091565778863034,0.003534944570134827,-0.01459577510614424,-0.00440971791249864,-0.0038572258236828096,0.00027868150664405096,-0.0008311735954598808,0.006000258564136683,0.009171675240627859,0.0001325299622491251,-0.003303946638740301,0.8012336534938811,0.8029007414643052,-0.000677787816922016,-0.0009893001535021203,,,,,,,,,,,,
0.57,10.030517402241834,10.000750250723424,-0.010748366301390833,0.040515517819800534,-0.0017028004359102768,-0.0013105894242224636,-0.0011105867031148474,0.0007183756914270342,0.0010923077530053471,-0.004094858295125903,0.00011162871187435136,0.005075537336256899,0.41207853273416356,0.3949968336233747,0.003534944570134827,0.013546754540654054,-0.010861045727497787,-0.00927058155091242,0.00027868150664405096,-0.0018691456832294184,0.0011943705414318166,0.0037537769100886836,0.0001325299622491251,-0.002691936330905992,0.8023465136963859,0.8025332577450209,-0.000677787816922016,0.0004910437682869641,,,,,,,,,,,,
0.6,10.010984515757736,10.000784498427405,-0.010748366301390833,0.020948383631720864,-0.005064075461010753,-0.0014953125365209097,-0.0011105867031148474,-0.002458176221374996,-0.007783437363913381,-0.0035325033501392156,0.00011162871187435136,-0.004362562725648517,0.4139110191784038,0.41907535552159425,0.003534944570134827,-0.0086992809133253,0.00331548870982867,0.0008196627508576856,0.00027868150664405096,0.0022171444523269336,0.015390232530703842,0.01833458914217281,0.0001325299622491251,-0.003076886573718092,0.7993171302786353,0.802729391540681,-0.000677787816922016,-0.002734473445123643,0.02400779749629238,0.01375182832857569,0.0068733103943305045,0.0033826587733861856,-0.02897806351400282,0.004960890143589154,-0.009869456699525898,-0.024069496958066077,-0.016797650336835973,0.0008772446754881731,-0.004196408858150414,-0.013478486154173732
0.63,,,,,0.0007676892886141059,-0.0014849517061388262,-0.0011105867031148474,0.0033632276978677795,-0.0011621750181429141,-0.0030817106559553054,0.00011162871187435136,0.0018079069259380397,0.482242502168586,0.44315688808715015,0.003534944570134827,0.03555066951130101,-0.0006575839358564199,0.0038501807341726714,0.00027868150664405096,-0.004786446176673142,0.01782791680162687,0.01144539328331372,0.0001325299622491251,0.006249993556064026,0.8044677593840956,0.8027417354510346,-0.000677787816922016,0.0024038117499831754,,,,,,,,,,,,
0.6599999999999999,9.996548386902335,10.000830458469991,-0.010748366301390833,0.006466294733733208,-0.007159505965640722,-0.0016379195675839675,-0.0011105867031148474,-0.0044109996949419075,-0.006901131873815887,-0.002593496210861357,0.00011162871187435136,-0.004419264374828882,0.44464980213211686,0.4672278191398709,0.003534944570134827,-0.026112961577888828,-0.007197080356460765,-0.005433498906983234,0.00027868150664405096,-0.002042262956121581,0.017269591668677288,0.014481168133941518,0.0001325299622491251,0.0026558935724866456,0.8017256342995694,0.8020696712526609,-0.000677787816922016,0.0003337508638305476,,,,,,,,,,,,
0.69,,,,,-0.0017480215069601648,-0.0015679487512745283,-0.0011105867031148474,0.0009305139474292108,0.002841106710301486,-0.002281228948729286,0.00011162871187435136,0.00501070694715642,0.4600500692063324,0.4913228432325747,0.003534944570134827,-0.03480771859637713,0.0024416409466056057,0.008557201813532603,0.00027868150664405096,-0.006394242373571048,0.008270998301630271,0.006643684143038352,0.0001325299622491251,0.0014947841963427928,0.8017991578117668,0.8041543329523365,-0.000677787816922016,-0.0016773873236476926,,,,,,,,,,,,
0.72,10.016089110750269,10.000855571246941,-0.010748366301390833,0.025981905804718024,-0.0020816771000645587,-0.0015194855992368694,-0.0011105867031148474,0.0005483952022871581,-0.002499298742896841,-0.0020151779890853483,0.00011162871187435136,-0.0005957494656858443,0.5404056560751864,0.5154189761903374,0.003534944570134827,0.021451735314714202,0.0050329558054313,0.0008871690770994025,0.00027868150664405096,0.003867105221687847,0.0029235372529050714,0.0071895971220891745,0.0001325299622491251,-0.004398589831433228,0.8001925759544535,0.8023926264374492,-0.000677787816922016,-0.001522262666073661,0.012720901749715685,0.014481725928782397,0.0068733103943305045,-0.008634134573397217,-0.01945151187883761,0.004104430977178576,-0.009869456699525898,-0.013686486156490289,-0.002361886231433955,0.00017468970113555923,-0.004196408858150414,0.0016598329255809003
0.75,9.99490851715861,10.000856920251048,-0.010748366301390833,0.004799963208952996,-0.0007014475857710458,-0.001555171352086493,-0.0011105867031148474,0.0019643104694302945,-0.00016603353184575678,-0.0019639900675478827,0.00011162871187435136,0.0016863278238277745,0.5580043000276377,0.5395152188448642,0.003534944570134827,0.014954136612638716,0.0017415556494404785,-3.595098851841218e-06,0.00027868150664405096,0.0014664692416482686,-0.00011309695441493925,-0.0010227583623201933,0.0001325299622491251,0.0007771314456561289,0.8026740304284605,0.8039206782218824,-0.000677787816922016,-0.000568859976499791,,,,,,,,,,,,
0.78,,,,,-4.208168305368503e-05,-0.0017513918178893029,-0.0011105867031148474,0.002819896837950465,0.00208720538814984,-0.0019063087458137673,0.00011162871187435136,0.0038818854220892558,0.5957406659657721,0.5635984241741081,0.003534944570134827,0.028607297221529167,-0.01027808750718823,-0.006822379501914715,0.00027868150664405096,-0.0037343895119175668,0.0004523429599095182,0.0009538918160782715,0.0001325299622491251,-0.0006340788184178784,0.7974193000351134,0.8017705840690968,-0.000677787816922016,-0.0036734962170613798,,,,,,,,,,,,
0.8099999999999999,9.973699445213398,10.00083863691182,-0.010748366301390833,-0.016390825397029747,-0.0061874657161655,-0.0018929799390474678,-0.0011105867031148474,-0.003183899074003185,0.0007387192892038125,-0.0017118701727469876,0.00011162871187435136,0.0023389607500764486,0.5703823592942471,0.5876497025218228,0.003534944570134827,-0.02080228779771058,-0.00035325010022371376,-0.0010974984336686406,0.00027868150664405096,0.0004655668268008759,0.004236328842584049,0.005091934083551837,0.0001325299622491251,-0.0009881352032169127,0.8056463598997883,0.8016734948991913,-0.000677787816922016,0.004650652817519096,0.023515263942106582,0.014570616519331206,0.0068733103943305045,0.00207133702844487,0.0043543218574667465,0.0027192463474144594,-0.009869456699525898,0.011504532209578184,0.004607797743279284,-0.0005602666322844388,-0.004196408858150414,0.009364473233714136
